,0GtC,,,1280GtC,,,2560GtC,,,3840GtC,,,5120GtC,,
Year (AD),SAT (°C),Emissions (GtC/yr),pCO2 (ppm),SAT (°C),Emissions (GtC/yr),pCO2 (ppm),SAT (°C),Emissions (GtC/yr),pCO2 (ppm),SAT (°C),Emissions (GtC/yr),pCO2 (ppm),SAT (°C),Emissions (GtC/yr),pCO2 (ppm)
5522.5,14.229,0.000,323.392,16.579,0.000,496.342,18.632,0.000,755.320,20.331,0.000,1099.947,21.690,0.000,1519.636
5523.5,14.234,0.000,323.445,16.587,0.000,496.399,18.642,0.000,755.365,20.336,0.000,1099.994,21.699,0.000,1519.643
5524.5,14.231,0.000,323.515,16.595,0.000,496.491,18.648,0.000,755.465,20.338,0.000,1100.067,21.704,0.000,1519.706
5525.5,14.239,0.000,323.576,16.600,0.000,496.595,18.652,0.000,755.575,20.345,0.000,1100.149,21.708,0.000,1519.793
5526.5,14.231,0.000,323.619,16.595,0.000,496.681,18.651,0.000,755.675,20.348,0.000,1100.236,21.706,0.000,1519.864
5527.5,14.225,0.000,323.618,16.590,0.000,496.709,18.644,0.000,755.707,20.343,0.000,1100.273,21.701,0.000,1519.862
5528.5,14.219,0.000,323.585,16.586,0.000,496.692,18.639,0.000,755.685,20.333,0.000,1100.241,21.696,0.000,1519.797
5529.5,14.211,0.000,323.528,16.581,0.000,496.646,18.634,0.000,755.628,20.324,0.000,1100.133,21.691,0.000,1519.682
5530.5,14.203,0.000,323.459,16.577,0.000,496.581,18.630,0.000,755.545,20.322,0.000,1099.997,21.687,0.000,1519.542
5531.5,14.196,0.000,323.380,16.572,0.000,496.498,18.625,0.000,755.442,20.323,0.000,1099.857,21.683,0.000,1519.374
5532.5,14.192,0.000,323.295,16.568,0.000,496.402,18.621,0.000,755.322,20.318,0.000,1099.720,21.679,0.000,1519.185
5533.5,14.195,0.000,323.219,16.567,0.000,496.313,18.619,0.000,755.201,20.313,0.000,1099.563,21.677,0.000,1518.994
5534.5,14.195,0.000,323.170,16.573,0.000,496.260,18.623,0.000,755.113,20.313,0.000,1099.424,21.681,0.000,1518.842
5535.5,14.198,0.000,323.162,16.579,0.000,496.267,18.630,0.000,755.091,20.323,0.000,1099.362,21.688,0.000,1518.767
5536.5,14.208,0.000,323.193,16.586,0.000,496.320,18.640,0.000,755.134,20.337,0.000,1099.402,21.696,0.000,1518.776
5537.5,14.216,0.000,323.253,16.593,0.000,496.412,18.645,0.000,755.231,20.343,0.000,1099.516,21.702,0.000,1518.846
5538.5,14.225,0.000,323.326,16.599,0.000,496.510,18.651,0.000,755.340,20.344,0.000,1099.623,21.707,0.000,1518.931
5539.5,14.220,0.000,323.387,16.597,0.000,496.602,18.649,0.000,755.441,20.338,0.000,1099.692,21.705,0.000,1519.002
5540.5,14.219,0.000,323.410,16.591,0.000,496.633,18.644,0.000,755.471,20.336,0.000,1099.693,21.699,0.000,1519.000
5541.5,14.208,0.000,323.400,16.584,0.000,496.613,18.638,0.000,755.454,20.336,0.000,1099.670,21.694,0.000,1518.935
5542.5,14.205,0.000,323.366,16.579,0.000,496.558,18.634,0.000,755.392,20.330,0.000,1099.622,21.689,0.000,1518.824
5543.5,14.195,0.000,323.321,16.575,0.000,496.488,18.629,0.000,755.314,20.322,0.000,1099.519,21.685,0.000,1518.685
5544.5,14.191,0.000,323.258,16.570,0.000,496.409,18.624,0.000,755.210,20.314,0.000,1099.362,21.681,0.000,1518.516
5545.5,14.185,0.000,323.190,16.567,0.000,496.319,18.620,0.000,755.096,20.313,0.000,1099.188,21.677,0.000,1518.328
5546.5,14.184,0.000,323.121,16.566,0.000,496.229,18.616,0.000,754.971,20.316,0.000,1099.046,21.675,0.000,1518.126
5547.5,14.185,0.000,323.079,16.568,0.000,496.173,18.622,0.000,754.876,20.320,0.000,1098.961,21.679,0.000,1517.973
5548.5,14.195,0.000,323.081,16.576,0.000,496.167,18.628,0.000,754.851,20.323,0.000,1098.930,21.685,0.000,1517.896
5549.5,14.204,0.000,323.123,16.586,0.000,496.223,18.638,0.000,754.896,20.329,0.000,1098.949,21.694,0.000,1517.905
5550.5,14.210,0.000,323.196,16.591,0.000,496.317,18.643,0.000,754.991,20.338,0.000,1099.019,21.700,0.000,1517.969
5551.5,14.209,0.000,323.269,16.594,0.000,496.416,18.649,0.000,755.100,20.347,0.000,1099.129,21.704,0.000,1518.053
5552.5,14.210,0.000,323.327,16.592,0.000,496.501,18.647,0.000,755.197,20.344,0.000,1099.245,21.702,0.000,1518.116
5553.5,14.206,0.000,323.343,16.586,0.000,496.521,18.642,0.000,755.226,20.335,0.000,1099.278,21.697,0.000,1518.116
5554.5,14.201,0.000,323.331,16.580,0.000,496.497,18.637,0.000,755.209,20.326,0.000,1099.224,21.692,0.000,1518.054
5555.5,14.198,0.000,323.299,16.578,0.000,496.445,18.631,0.000,755.150,20.324,0.000,1099.114,21.687,0.000,1517.949
5556.5,14.195,0.000,323.263,16.574,0.000,496.382,18.626,0.000,755.065,20.324,0.000,1099.005,21.684,0.000,1517.808
5557.5,14.187,0.000,323.214,16.567,0.000,496.304,18.622,0.000,754.957,20.319,0.000,1098.894,21.680,0.000,1517.647
5558.5,14.189,0.000,323.158,16.564,0.000,496.213,18.617,0.000,754.836,20.311,0.000,1098.751,21.676,0.000,1517.461
5559.5,14.185,0.000,323.110,16.563,0.000,496.125,18.617,0.000,754.716,20.306,0.000,1098.575,21.674,0.000,1517.274
5560.5,14.191,0.000,323.085,16.568,0.000,496.066,18.620,0.000,754.627,20.313,0.000,1098.441,21.678,0.000,1517.127
5561.5,14.192,0.000,323.099,16.576,0.000,496.067,18.627,0.000,754.603,20.325,0.000,1098.406,21.685,0.000,1517.060
5562.5,14.197,0.000,323.146,16.585,0.000,496.128,18.636,0.000,754.650,20.333,0.000,1098.455,21.694,0.000,1517.077
5563.5,14.202,0.000,323.207,16.590,0.000,496.228,18.642,0.000,754.745,20.335,0.000,1098.540,21.699,0.000,1517.153
5564.5,14.205,0.000,323.270,16.593,0.000,496.332,18.647,0.000,754.852,20.336,0.000,1098.624,21.703,0.000,1517.243
5565.5,14.202,0.000,323.321,16.591,0.000,496.415,18.646,0.000,754.949,20.337,0.000,1098.695,21.700,0.000,1517.315
5566.5,14.197,0.000,323.332,16.586,0.000,496.442,18.641,0.000,754.981,20.337,0.000,1098.725,21.696,0.000,1517.317
5567.5,14.192,0.000,323.313,16.581,0.000,496.427,18.635,0.000,754.967,20.331,0.000,1098.709,21.690,0.000,1517.262
5568.5,14.192,0.000,323.279,16.577,0.000,496.382,18.629,0.000,754.909,20.322,0.000,1098.623,21.686,0.000,1517.149
5569.5,14.187,0.000,323.239,16.572,0.000,496.324,18.624,0.000,754.826,20.314,0.000,1098.487,21.681,0.000,1517.009
5570.5,14.188,0.000,323.194,16.568,0.000,496.248,18.620,0.000,754.717,20.312,0.000,1098.329,21.678,0.000,1516.837
5571.5,14.179,0.000,323.142,16.564,0.000,496.159,18.615,0.000,754.598,20.313,0.000,1098.187,21.674,0.000,1516.649
5572.5,14.172,0.000,323.084,16.562,0.000,496.070,18.614,0.000,754.467,20.311,0.000,1098.052,21.672,0.000,1516.459
5573.5,14.176,0.000,323.044,16.564,0.000,496.015,18.619,0.000,754.382,20.311,0.000,1097.941,21.675,0.000,1516.303
5574.5,14.180,0.000,323.040,16.572,0.000,496.013,18.626,0.000,754.365,20.315,0.000,1097.872,21.683,0.000,1516.231
5575.5,14.192,0.000,323.080,16.582,0.000,496.066,18.634,0.000,754.411,20.327,0.000,1097.884,21.691,0.000,1516.236
5576.5,14.196,0.000,323.145,16.589,0.000,496.165,18.641,0.000,754.505,20.337,0.000,1097.984,21.697,0.000,1516.304
5577.5,14.202,0.000,323.214,16.593,0.000,496.263,18.645,0.000,754.613,20.341,0.000,1098.119,21.700,0.000,1516.390
5578.5,14.205,0.000,323.274,16.590,0.000,496.343,18.644,0.000,754.704,20.336,0.000,1098.222,21.699,0.000,1516.463
5579.5,14.198,0.000,323.294,16.586,0.000,496.367,18.639,0.000,754.739,20.327,0.000,1098.221,21.694,0.000,1516.463
5580.5,14.191,0.000,323.282,16.580,0.000,496.354,18.633,0.000,754.722,20.324,0.000,1098.152,21.689,0.000,1516.403
5581.5,14.185,0.000,323.243,16.574,0.000,496.311,18.627,0.000,754.665,20.323,0.000,1098.069,21.683,0.000,1516.289
5582.5,14.183,0.000,323.194,16.570,0.000,496.248,18.623,0.000,754.579,20.318,0.000,1097.984,21.679,0.000,1516.139
5583.5,14.180,0.000,323.144,16.565,0.000,496.169,18.619,0.000,754.483,20.310,0.000,1097.858,21.675,0.000,1515.970
5584.5,14.174,0.000,323.088,16.560,0.000,496.079,18.614,0.000,754.366,20.303,0.000,1097.686,21.671,0.000,1515.786
5585.5,14.172,0.000,323.032,16.559,0.000,495.983,18.613,0.000,754.241,20.305,0.000,1097.504,21.670,0.000,1515.592
5586.5,14.181,0.000,323.003,16.563,0.000,495.923,18.616,0.000,754.158,20.313,0.000,1097.391,21.673,0.000,1515.442
5587.5,14.192,0.000,323.024,16.571,0.000,495.923,18.622,0.000,754.134,20.319,0.000,1097.370,21.680,0.000,1515.366
5588.5,14.205,0.000,323.093,16.579,0.000,495.985,18.631,0.000,754.173,20.325,0.000,1097.412,21.689,0.000,1515.375
5589.5,14.210,0.000,323.191,16.586,0.000,496.081,18.638,0.000,754.263,20.328,0.000,1097.484,21.695,0.000,1515.445
5590.5,14.219,0.000,323.290,16.591,0.000,496.178,18.643,0.000,754.366,20.335,0.000,1097.574,21.699,0.000,1515.538
5591.5,14.215,0.000,323.373,16.590,0.000,496.264,18.640,0.000,754.455,20.337,0.000,1097.669,21.697,0.000,1515.616
5592.5,14.213,0.000,323.411,16.586,0.000,496.299,18.637,0.000,754.485,20.332,0.000,1097.704,21.692,0.000,1515.619
5593.5,14.205,0.000,323.411,16.579,0.000,496.296,18.632,0.000,754.477,20.322,0.000,1097.662,21.687,0.000,1515.557
5594.5,14.202,0.000,323.386,16.574,0.000,496.256,18.627,0.000,754.424,20.314,0.000,1097.558,21.682,0.000,1515.443
5595.5,14.192,0.000,323.347,16.569,0.000,496.194,18.622,0.000,754.346,20.313,0.000,1097.423,21.677,0.000,1515.303
5596.5,14.190,0.000,323.296,16.565,0.000,496.118,18.617,0.000,754.247,20.314,0.000,1097.295,21.674,0.000,1515.133
5597.5,14.176,0.000,323.233,16.561,0.000,496.030,18.613,0.000,754.131,20.309,0.000,1097.165,21.670,0.000,1514.950
5598.5,14.177,0.000,323.160,16.559,0.000,495.946,18.611,0.000,754.011,20.303,0.000,1097.013,21.669,0.000,1514.757
5599.5,14.180,0.000,323.114,16.561,0.000,495.888,18.614,0.000,753.927,20.304,0.000,1096.875,21.672,0.000,1514.604
5600.5,14.190,0.000,323.111,16.569,0.000,495.889,18.622,0.000,753.903,20.314,0.000,1096.818,21.679,0.000,1514.530
5601.5,14.196,0.000,323.150,16.582,0.000,495.947,18.631,0.000,753.951,20.328,0.000,1096.866,21.687,0.000,1514.538
5602.5,14.205,0.000,323.218,16.588,0.000,496.050,18.638,0.000,754.045,20.333,0.000,1096.982,21.693,0.000,1514.606
5603.5,14.209,0.000,323.291,16.591,0.000,496.156,18.641,0.000,754.153,20.334,0.000,1097.093,21.697,0.000,1514.692
5604.5,14.208,0.000,323.357,16.588,0.000,496.244,18.641,0.000,754.248,20.329,0.000,1097.156,21.695,0.000,1514.769
5605.5,14.203,0.000,323.381,16.584,0.000,496.274,18.637,0.000,754.286,20.327,0.000,1097.145,21.690,0.000,1514.770
5606.5,14.201,0.000,323.378,16.578,0.000,496.263,18.631,0.000,754.274,20.326,0.000,1097.116,21.685,0.000,1514.706
5607.5,14.200,0.000,323.352,16.574,0.000,496.215,18.625,0.000,754.217,20.319,0.000,1097.053,21.680,0.000,1514.594
5608.5,14.193,0.000,323.317,16.571,0.000,496.150,18.620,0.000,754.136,20.311,0.000,1096.940,21.675,0.000,1514.454
5609.5,14.188,0.000,323.272,16.567,0.000,496.071,18.616,0.000,754.039,20.304,0.000,1096.777,21.672,0.000,1514.289
5610.5,14.184,0.000,323.217,16.562,0.000,495.986,18.611,0.000,753.920,20.302,0.000,1096.596,21.668,0.000,1514.103
5611.5,14.188,0.000,323.165,16.556,0.000,495.897,18.609,0.000,753.800,20.306,0.000,1096.443,21.666,0.000,1513.909
5612.5,14.190,0.000,323.140,16.562,0.000,495.835,18.613,0.000,753.713,20.308,0.000,1096.350,21.670,0.000,1513.756
5613.5,14.202,0.000,323.159,16.569,0.000,495.831,18.620,0.000,753.689,20.312,0.000,1096.319,21.676,0.000,1513.684
5614.5,14.212,0.000,323.217,16.579,0.000,495.888,18.630,0.000,753.735,20.318,0.000,1096.336,21.686,0.000,1513.696
5615.5,14.222,0.000,323.305,16.586,0.000,495.981,18.636,0.000,753.833,20.327,0.000,1096.406,21.691,0.000,1513.772
5616.5,14.224,0.000,323.394,16.591,0.000,496.085,18.641,0.000,753.942,20.336,0.000,1096.512,21.696,0.000,1513.862
5617.5,14.232,0.000,323.475,16.588,0.000,496.171,18.640,0.000,754.043,20.333,0.000,1096.614,21.693,0.000,1513.936
5618.5,14.224,0.000,323.518,16.583,0.000,496.201,18.635,0.000,754.080,20.324,0.000,1096.634,21.689,0.000,1513.936
5619.5,14.223,0.000,323.529,16.577,0.000,496.186,18.629,0.000,754.065,20.315,0.000,1096.573,21.683,0.000,1513.874
5620.5,14.223,0.000,323.522,16.571,0.000,496.133,18.623,0.000,754.001,20.313,0.000,1096.461,21.678,0.000,1513.766
5621.5,14.226,0.000,323.511,16.568,0.000,496.056,18.620,0.000,753.916,20.313,0.000,1096.351,21.674,0.000,1513.629
5622.5,14.229,0.000,323.495,16.564,0.000,495.972,18.616,0.000,753.821,20.309,0.000,1096.237,21.670,0.000,1513.463
5623.5,14.243,0.000,323.483,16.561,0.000,495.885,18.611,0.000,753.714,20.301,0.000,1096.085,21.666,0.000,1513.273
5624.5,14.257,0.000,323.487,16.559,0.000,495.797,18.609,0.000,753.596,20.296,0.000,1095.909,21.664,0.000,1513.079
5625.5,14.276,0.000,323.536,16.561,0.000,495.739,18.613,0.000,753.514,20.303,0.000,1095.773,21.668,0.000,1512.926
5626.5,14.293,0.000,323.636,16.568,0.000,495.735,18.619,0.000,753.493,20.314,0.000,1095.741,21.675,0.000,1512.853
5627.5,14.311,0.000,323.779,16.576,0.000,495.784,18.627,0.000,753.533,20.322,0.000,1095.794,21.683,0.000,1512.865
5628.5,14.325,0.000,323.947,16.582,0.000,495.875,18.633,0.000,753.622,20.325,0.000,1095.878,21.689,0.000,1512.936
5629.5,14.336,0.000,324.113,16.588,0.000,495.975,18.639,0.000,753.728,20.326,0.000,1095.954,21.693,0.000,1513.020
5630.5,14.338,0.000,324.268,16.586,0.000,496.065,18.637,0.000,753.824,20.327,0.000,1096.015,21.692,0.000,1513.096
5631.5,14.331,0.000,324.385,16.580,0.000,496.089,18.632,0.000,753.854,20.326,0.000,1096.038,21.687,0.000,1513.102
5632.5,14.323,0.000,324.460,16.574,0.000,496.067,18.626,0.000,753.833,20.320,0.000,1096.024,21.681,0.000,1513.046
5633.5,14.315,0.000,324.496,16.570,0.000,496.011,18.621,0.000,753.767,20.311,0.000,1095.943,21.676,0.000,1512.941
5634.5,14.313,0.000,324.504,16.566,0.000,495.942,18.616,0.000,753.683,20.304,0.000,1095.809,21.672,0.000,1512.798
5635.5,14.299,0.000,324.489,16.562,0.000,495.862,18.611,0.000,753.578,20.302,0.000,1095.644,21.668,0.000,1512.628
5636.5,14.280,0.000,324.441,16.557,0.000,495.775,18.606,0.000,753.459,20.303,0.000,1095.503,21.664,0.000,1512.443
5637.5,14.267,0.000,324.372,16.554,0.000,495.682,18.606,0.000,753.334,20.301,0.000,1095.378,21.662,0.000,1512.253
5638.5,14.260,0.000,324.316,16.558,0.000,495.619,18.609,0.000,753.246,20.302,0.000,1095.273,21.666,0.000,1512.102
5639.5,14.261,0.000,324.291,16.565,0.000,495.614,18.616,0.000,753.220,20.306,0.000,1095.216,21.673,0.000,1512.035
5640.5,14.266,0.000,324.296,16.575,0.000,495.672,18.625,0.000,753.265,20.317,0.000,1095.223,21.681,0.000,1512.050
5641.5,14.265,0.000,324.318,16.583,0.000,495.769,18.631,0.000,753.358,20.328,0.000,1095.312,21.688,0.000,1512.120
5642.5,14.268,0.000,324.340,16.588,0.000,495.870,18.637,0.000,753.465,20.332,0.000,1095.443,21.692,0.000,1512.210
5643.5,14.263,0.000,324.352,16.587,0.000,495.960,18.635,0.000,753.559,20.326,0.000,1095.543,21.690,0.000,1512.288
5644.5,14.258,0.000,324.324,16.580,0.000,495.994,18.629,0.000,753.590,20.318,0.000,1095.543,21.685,0.000,1512.299
5645.5,14.253,0.000,324.275,16.573,0.000,495.980,18.626,0.000,753.570,20.315,0.000,1095.483,21.680,0.000,1512.247
5646.5,14.249,0.000,324.208,16.568,0.000,495.928,18.621,0.000,753.523,20.315,0.000,1095.404,21.675,0.000,1512.139
5647.5,14.241,0.000,324.134,16.565,0.000,495.868,18.616,0.000,753.446,20.309,0.000,1095.313,21.671,0.000,1511.999
5648.5,14.237,0.000,324.051,16.561,0.000,495.796,18.612,0.000,753.350,20.301,0.000,1095.184,21.667,0.000,1511.834
5649.5,14.233,0.000,323.969,16.556,0.000,495.709,18.607,0.000,753.236,20.294,0.000,1095.017,21.662,0.000,1511.650
5650.5,14.230,0.000,323.888,16.555,0.000,495.615,18.605,0.000,753.113,20.295,0.000,1094.837,21.661,0.000,1511.461
5651.5,14.233,0.000,323.833,16.558,0.000,495.554,18.608,0.000,753.025,20.304,0.000,1094.724,21.664,0.000,1511.313
5652.5,14.232,0.000,323.817,16.566,0.000,495.558,18.615,0.000,753.003,20.310,0.000,1094.695,21.672,0.000,1511.243
5653.5,14.242,0.000,323.839,16.577,0.000,495.621,18.624,0.000,753.049,20.315,0.000,1094.724,21.680,0.000,1511.252
5654.5,14.245,0.000,323.886,16.584,0.000,495.724,18.630,0.000,753.143,20.318,0.000,1094.788,21.686,0.000,1511.320
5655.5,14.252,0.000,323.942,16.588,0.000,495.834,18.635,0.000,753.250,20.325,0.000,1094.867,21.690,0.000,1511.410
5656.5,14.247,0.000,323.986,16.587,0.000,495.924,18.633,0.000,753.339,20.328,0.000,1094.957,21.688,0.000,1511.487
5657.5,14.242,0.000,323.991,16.582,0.000,495.959,18.629,0.000,753.365,20.322,0.000,1094.996,21.683,0.000,1511.492
5658.5,14.231,0.000,323.962,16.576,0.000,495.949,18.623,0.000,753.348,20.313,0.000,1094.953,21.678,0.000,1511.434
5659.5,14.226,0.000,323.905,16.568,0.000,495.912,18.618,0.000,753.292,20.304,0.000,1094.841,21.673,0.000,1511.327
5660.5,14.211,0.000,323.830,16.565,0.000,495.851,18.614,0.000,753.215,20.303,0.000,1094.705,21.669,0.000,1511.188
5661.5,14.210,0.000,323.742,16.560,0.000,495.770,18.610,0.000,753.111,20.303,0.000,1094.583,21.665,0.000,1511.021
5662.5,14.201,0.000,323.655,16.557,0.000,495.677,18.605,0.000,752.995,20.298,0.000,1094.452,21.662,0.000,1510.840
5663.5,14.198,0.000,323.569,16.558,0.000,495.586,18.603,0.000,752.873,20.292,0.000,1094.295,21.660,0.000,1510.654
5664.5,14.200,0.000,323.507,16.563,0.000,495.536,18.606,0.000,752.789,20.293,0.000,1094.145,21.663,0.000,1510.510
5665.5,14.209,0.000,323.490,16.567,0.000,495.549,18.614,0.000,752.769,20.303,0.000,1094.068,21.670,0.000,1510.435
5666.5,14.215,0.000,323.518,16.576,0.000,495.611,18.623,0.000,752.821,20.317,0.000,1094.103,21.679,0.000,1510.443
5667.5,14.224,0.000,323.579,16.582,0.000,495.705,18.629,0.000,752.915,20.322,0.000,1094.212,21.684,0.000,1510.510
5668.5,14.229,0.000,323.641,16.586,0.000,495.805,18.633,0.000,753.022,20.323,0.000,1094.316,21.689,0.000,1510.600
5669.5,14.227,0.000,323.697,16.585,0.000,495.893,18.632,0.000,753.112,20.318,0.000,1094.373,21.686,0.000,1510.677
5670.5,14.220,0.000,323.710,16.580,0.000,495.925,18.627,0.000,753.145,20.316,0.000,1094.346,21.682,0.000,1510.681
5671.5,14.215,0.000,323.689,16.576,0.000,495.917,18.621,0.000,753.126,20.315,0.000,1094.287,21.676,0.000,1510.622
5672.5,14.210,0.000,323.642,16.572,0.000,495.879,18.615,0.000,753.065,20.309,0.000,1094.207,21.671,0.000,1510.504
5673.5,14.207,0.000,323.590,16.566,0.000,495.824,18.611,0.000,752.976,20.301,0.000,1094.092,21.667,0.000,1510.362
5674.5,14.196,0.000,323.527,16.561,0.000,495.744,18.605,0.000,752.864,20.294,0.000,1093.925,21.663,0.000,1510.193
5675.5,14.196,0.000,323.452,16.556,0.000,495.650,18.602,0.000,752.740,20.292,0.000,1093.744,21.659,0.000,1510.010
5676.5,14.196,0.000,323.385,16.554,0.000,495.561,18.601,0.000,752.622,20.296,0.000,1093.584,21.658,0.000,1509.821
5677.5,14.198,0.000,323.340,16.558,0.000,495.507,18.605,0.000,752.538,20.299,0.000,1093.487,21.661,0.000,1509.670
5678.5,14.207,0.000,323.339,16.564,0.000,495.507,18.610,0.000,752.513,20.303,0.000,1093.454,21.669,0.000,1509.600
5679.5,14.216,0.000,323.380,16.574,0.000,495.563,18.621,0.000,752.556,20.309,0.000,1093.475,21.677,0.000,1509.615
5680.5,14.223,0.000,323.452,16.580,0.000,495.650,18.627,0.000,752.649,20.317,0.000,1093.548,21.683,0.000,1509.682
5681.5,14.229,0.000,323.522,16.586,0.000,495.748,18.631,0.000,752.752,20.325,0.000,1093.651,21.686,0.000,1509.771
5682.5,14.226,0.000,323.587,16.585,0.000,495.837,18.630,0.000,752.851,20.324,0.000,1093.750,21.684,0.000,1509.842
5683.5,14.220,0.000,323.602,16.579,0.000,495.871,18.625,0.000,752.889,20.315,0.000,1093.766,21.679,0.000,1509.838
5684.5,14.216,0.000,323.583,16.572,0.000,495.858,18.618,0.000,752.869,20.305,0.000,1093.702,21.673,0.000,1509.767
5685.5,14.211,0.000,323.544,16.567,0.000,495.802,18.614,0.000,752.805,20.303,0.000,1093.597,21.668,0.000,1509.649
5686.5,14.210,0.000,323.504,16.563,0.000,495.730,18.609,0.000,752.721,20.304,0.000,1093.488,21.664,0.000,1509.502
5687.5,14.208,0.000,323.458,16.557,0.000,495.645,18.607,0.000,752.623,20.299,0.000,1093.379,21.659,0.000,1509.336
5688.5,14.200,0.000,323.403,16.554,0.000,495.554,18.602,0.000,752.517,20.291,0.000,1093.228,21.657,0.000,1509.148
5689.5,14.203,0.000,323.344,16.553,0.000,495.464,18.602,0.000,752.409,20.286,0.000,1093.052,21.654,0.000,1508.955
5690.5,14.205,0.000,323.315,16.558,0.000,495.409,18.606,0.000,752.339,20.293,0.000,1092.917,21.659,0.000,1508.804
5691.5,14.212,0.000,323.324,16.564,0.000,495.417,18.615,0.000,752.334,20.304,0.000,1092.883,21.665,0.000,1508.733
5692.5,14.223,0.000,323.376,16.575,0.000,495.472,18.623,0.000,752.397,20.313,0.000,1092.941,21.675,0.000,1508.746
5693.5,14.229,0.000,323.451,16.582,0.000,495.571,18.631,0.000,752.507,20.314,0.000,1093.034,21.680,0.000,1508.820
5694.5,14.236,0.000,323.535,16.585,0.000,495.678,18.637,0.000,752.634,20.316,0.000,1093.108,21.685,0.000,1508.911
5695.5,14.231,0.000,323.600,16.584,0.000,495.773,18.636,0.000,752.749,20.317,0.000,1093.165,21.682,0.000,1508.984
5696.5,14.224,0.000,323.619,16.581,0.000,495.807,18.632,0.000,752.806,20.317,0.000,1093.185,21.677,0.000,1508.982
5697.5,14.210,0.000,323.600,16.574,0.000,495.793,18.629,0.000,752.813,20.311,0.000,1093.171,21.671,0.000,1508.916
5698.5,14.208,0.000,323.551,16.570,0.000,495.746,18.625,0.000,752.787,20.302,0.000,1093.100,21.666,0.000,1508.803
5699.5,14.196,0.000,323.491,16.564,0.000,495.682,18.623,0.000,752.746,20.295,0.000,1092.969,21.662,0.000,1508.660
5700.5,14.194,0.000,323.419,16.560,0.000,495.604,18.620,0.000,752.688,20.293,0.000,1092.811,21.657,0.000,1508.490
5701.5,14.188,0.000,323.337,16.554,0.000,495.520,18.617,0.000,752.616,20.294,0.000,1092.669,21.653,0.000,1508.296
5702.5,14.188,0.000,323.260,16.552,0.000,495.431,18.615,0.000,752.539,20.291,0.000,1092.539,21.652,0.000,1508.095
5703.5,14.187,0.000,323.205,16.557,0.000,495.371,18.621,0.000,752.493,20.291,0.000,1092.433,21.656,0.000,1507.942
5704.5,14.197,0.000,323.199,16.566,0.000,495.368,18.627,0.000,752.510,20.295,0.000,1092.370,21.663,0.000,1507.871
5705.5,14.206,0.000,323.234,16.575,0.000,495.425,18.639,0.000,752.589,20.307,0.000,1092.379,21.672,0.000,1507.884
5706.5,14.214,0.000,323.302,16.582,0.000,495.524,18.646,0.000,752.729,20.318,0.000,1092.466,21.678,0.000,1507.955
5707.5,14.215,0.000,323.363,16.588,0.000,495.631,18.650,0.000,752.877,20.322,0.000,1092.587,21.681,0.000,1508.042
5708.5,14.217,0.000,323.422,16.585,0.000,495.725,18.648,0.000,753.007,20.316,0.000,1092.678,21.679,0.000,1508.109
5709.5,14.209,0.000,323.437,16.579,0.000,495.758,18.643,0.000,753.062,20.308,0.000,1092.677,21.675,0.000,1508.111
5710.5,14.206,0.000,323.424,16.574,0.000,495.743,18.636,0.000,753.055,20.305,0.000,1092.619,21.669,0.000,1508.054
5711.5,14.202,0.000,323.388,16.567,0.000,495.692,18.630,0.000,752.996,20.305,0.000,1092.537,21.664,0.000,1507.950
5712.5,14.197,0.000,323.344,16.561,0.000,495.620,18.623,0.000,752.907,20.299,0.000,1092.445,21.660,0.000,1507.811
5713.5,14.193,0.000,323.285,16.557,0.000,495.534,18.617,0.000,752.787,20.290,0.000,1092.309,21.657,0.000,1507.647
5714.5,14.187,0.000,323.223,16.552,0.000,495.436,18.610,0.000,752.649,20.283,0.000,1092.138,21.653,0.000,1507.467
5715.5,14.185,0.000,323.158,16.550,0.000,495.334,18.608,0.000,752.495,20.284,0.000,1091.966,21.652,0.000,1507.283
5716.5,14.191,0.000,323.126,16.554,0.000,495.265,18.609,0.000,752.374,20.294,0.000,1091.862,21.656,0.000,1507.143
5717.5,14.198,0.000,323.133,16.562,0.000,495.259,18.616,0.000,752.309,20.300,0.000,1091.846,21.663,0.000,1507.083
5718.5,14.207,0.000,323.181,16.572,0.000,495.313,18.624,0.000,752.318,20.305,0.000,1091.880,21.671,0.000,1507.101
5719.5,14.212,0.000,323.250,16.576,0.000,495.410,18.629,0.000,752.371,20.308,0.000,1091.945,21.677,0.000,1507.179
5720.5,14.220,0.000,323.326,16.582,0.000,495.507,18.632,0.000,752.432,20.315,0.000,1092.025,21.680,0.000,1507.264
5721.5,14.213,0.000,323.388,16.582,0.000,495.588,18.632,0.000,752.476,20.318,0.000,1092.120,21.678,0.000,1507.339
5722.5,14.207,0.000,323.405,16.578,0.000,495.612,18.631,0.000,752.474,20.311,0.000,1092.163,21.673,0.000,1507.341
5723.5,14.201,0.000,323.381,16.574,0.000,495.599,18.625,0.000,752.435,20.302,0.000,1092.122,21.667,0.000,1507.282
5724.5,14.199,0.000,323.339,16.566,0.000,495.554,18.618,0.000,752.354,20.294,0.000,1092.004,21.661,0.000,1507.163
5725.5,14.189,0.000,323.286,16.560,0.000,495.491,18.612,0.000,752.241,20.292,0.000,1091.862,21.657,0.000,1507.008
5726.5,14.186,0.000,323.220,16.556,0.000,495.407,18.612,0.000,752.118,20.293,0.000,1091.739,21.652,0.000,1506.827
5727.5,14.180,0.000,323.147,16.553,0.000,495.317,18.609,0.000,751.997,20.288,0.000,1091.613,21.649,0.000,1506.631
